	A_1_A	A_2_A	A_3_A	A_4_A	A_5_A	A_6_A	A4_1_A	A4_2_A	A4_3_A	A4_4_A	A4_5_A	A4_6_A	A6_1_A	A6_2_A	A6_3_A	A6_4_A	A6_5_A	A6_6_A	AM_1_A	AM_2_A	AM_3_A	AM_4_A	AM_5_A	AM_6_A	W_1_A	W_2_A	W_3_A	W_4_A	W_5_A	W_6_A
OTU_8907	740	336	510	420	444	448	65	99	53	34	91	90	135	43	16	47	47	25	81	89	86	96	70	99	2271	927	588	710	754	824
OTU_14555	27	5	4	6	10	43	247	170	191	152	154	297	535	557	778	705	719	749	690	546	730	338	718	667	9	9	47	14	14	14
OTU_4519	69	687	175	79	871	79	383	29	32	292	1	164	2	283	198	253	10	105	5	19	263	1	11	16	116	3476	190	505	1590	161
OTU_3498	316	450	916	196	409	405	185	96	82	65	13	271	19	31	21	26	22	43	25	89	86	9	25	49	415	1348	913	1648	1441	516
OTU_11036	365	290	512	646	797	689	154	130	143	154	132	100	112	130	148	144	160	152	138	144	158	76	135	147	367	542	709	614	539	1198
OTU_1645	467	1553	113	102	537	56	141	107	177	96	278	193	43	26	15	43	24	18	634	540	181	1902	657	1154	33	20	23	14	30	53
OTU_8546	354	163	229	108	384	173	610	153	148	315	32	1946	1119	110	164	187	168	203	167	163	271	81	461	476	33	159	181	207	349	127
OTU_10484	1089	941	548	1495	1868	759	12	26	36	11	13	7	98	41	13	30	45	59	84	147	61	34	53	51	534	276	348	337	373	326
OTU_14582	40	17	6	2	7	46	221	159	173	140	169	253	534	558	753	634	741	723	635	480	653	279	690	572	6	12	89	30	16	43
OTU_13037	1118	1011	839	1087	1121	1636	64	61	52	46	42	14	11	7	5	8	8	5	15	11	14	2	6	9	328	433	313	628	409	276
OTU_8022	124	213	424	368	433	428	147	137	86	120	12	130	23	52	59	40	81	35	49	63	113	6	33	62	1032	3361	489	182	645	579
OTU_14521	21	2	1	2	2	31	339	210	235	222	249	115	459	547	686	643	644	659	618	483	677	248	680	619	17	2	46	4	3	32
OTU_7347	56	44	75	79	50	74	171	1062	96	2565	640	535	95	93	114	89	107	116	100	93	103	492	140	99	177	648	92	71	480	105
OTU_11580	688	634	701	1139	1055	1149	146	128	146	118	98	70	15	26	21	35	23	14	55	60	41	14	18	16	238	848	304	653	440	345
OTU_11213	358	297	1002	333	681	143	1	6	2	4	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1050	1121	739	1293	672	1749
OTU_8306	233	166	427	249	284	286	319	347	142	187	321	512	228	102	49	71	128	114	169	443	214	88	196	218	448	992	388	348	770	388
OTU_1293	1329	216	111	47	169	228	211	84	123	96	259	609	835	196	267	294	266	163	35	71	14	1377	183	128	582	54	238	92	68	184
OTU_13241	352	274	271	298	280	352	248	301	292	304	282	198	274	309	298	306	292	281	271	291	313	236	264	275	157	216	230	262	175	203
OTU_10533	601	98	428	65	573	117	13	16	10	14	22	38	6	5	1	6	9	8	17	103	13	8	16	14	2849	1044	1282	719	39	525
OTU_11793	1046	685	252	1340	1174	1066	1	4	0	5	0	0	23	27	7	10	13	13	0	0	0	0	0	0	182	164	806	723	188	572
OTU_8421	41	27	74	16	74	73	618	845	231	350	689	1008	162	142	52	125	214	207	179	875	326	101	352	306	51	84	36	63	89	48
OTU_9306	106	379	108	1039	206	117	189	272	340	166	3	234	54	176	96	151	159	147	123	217	279	6	120	252	21	341	145	337	1540	477
OTU_14812	1	28	2	1	112	7	0	2	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	3076	34	17	4819	31
OTU_11642	416	400	537	811	668	644	121	104	92	84	43	89	29	27	25	20	41	23	49	56	62	8	21	36	154	1104	397	673	630	529
OTU_14596	22	0	0	3	0	41	16	7	7	4	6	34	532	524	654	557	621	659	641	463	631	256	700	599	0	3	29	0	0	0
OTU_13652	95	189	154	403	141	103	94	79	100	70	68	100	3	6	10	24	5	8	5	32	30	7	5	19	3906	672	203	238	618	429
OTU_11033	21	11	43	14	57	49	388	416	439	443	417	343	346	370	319	327	305	305	310	317	293	351	284	306	31	95	169	102	51	72
OTU_10682	226	182	132	247	363	206	82	20	24	1873	14	1972	76	76	96	76	105	108	90	87	92	38	90	80	194	173	115	113	134	109
OTU_3440	101	166	355	356	111	155	871	708	312	172	2	402	3	51	76	46	25	133	12	163	67	0	15	69	141	371	452	663	858	538
OTU_7976	215	254	354	298	443	283	288	210	156	207	26	349	61	75	56	49	80	52	37	118	94	10	45	47	248	763	391	817	590	835
OTU_11199	201	177	673	211	567	77	44	47	47	35	40	20	70	100	86	143	155	91	77	72	124	40	90	86	630	739	453	751	453	1190
OTU_14560	24	6	77	5	90	156	264	143	179	143	161	240	411	413	569	476	552	532	412	299	422	236	433	369	39	9	35	19	9	16
OTU_1601	137	23	88	17	701	266	312	192	181	145	193	118	417	297	260	433	243	279	177	53	22	264	95	87	769	271	133	43	531	282
OTU_11501	341	399	770	1159	1143	469	59	53	53	56	55	22	11	14	8	11	19	12	14	23	15	10	8	6	161	554	427	411	455	613
OTU_8752	319	276	332	302	323	295	303	233	188	189	103	259	66	54	56	59	50	68	67	121	137	42	73	82	709	669	404	418	501	456
OTU_3523	365	460	879	159	385	368	41	47	31	24	10	38	10	9	5	4	13	12	5	16	17	4	12	20	435	339	837	1736	681	284
OTU_11473	796	776	593	816	832	1226	52	39	38	47	30	9	11	10	8	8	10	5	15	14	20	7	5	6	231	379	220	463	309	208
OTU_11086	241	222	878	221	499	71	2	8	3	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	670	809	540	1178	473	1478
OTU_10912	115	156	56	84	52	55	350	397	403	460	396	308	264	310	272	291	229	254	263	293	295	310	261	295	17	52	133	95	33	63
OTU_4387	265	347	731	122	291	266	117	82	85	48	7	127	5	18	19	32	21	34	12	41	101	4	14	30	264	850	655	1248	972	291
OTU_888	303	191	115	48	237	73	181	119	185	125	410	385	315	160	120	198	127	115	280	223	75	1060	250	346	391	76	93	112	159	188
OTU_14573	21	3	3	5	3	35	67	34	56	36	44	165	425	451	612	490	565	557	521	376	516	232	566	488	2	4	37	8	4	9
OTU_10668	86	36	24	51	77	34	228	587	697	1357	1068	296	9	6	8	3	7	7	10	8	19	12	17	9	57	871	38	37	36	928
OTU_10075	52	346	232	1928	200	113	101	39	28	30	7	44	13	13	16	33	11	16	10	31	20	6	13	18	246	980	287	493	820	844
OTU_11989	293	216	259	569	393	443	29	14	20	17	11	31	2	3	4	2	3	7	8	37	35	4	8	12	77	372	1488	415	1502	721
OTU_8031	133	166	444	304	437	251	143	111	74	121	5	185	45	77	73	52	119	67	57	97	109	12	51	55	691	1090	333	138	701	604
OTU_1618	155	39	97	23	626	237	260	166	145	139	152	87	420	267	238	442	212	269	139	46	12	213	70	87	709	238	119	48	451	263
OTU_1106	13	5	23	12	7	8	384	206	383	251	1274	483	406	156	109	184	86	96	74	33	30	1239	264	127	105	16	7	51	10	59
OTU_4486	328	458	941	120	346	339	33	28	24	12	6	29	5	8	4	4	6	7	6	16	21	0	14	15	329	311	825	1639	619	216
OTU_8105	95	314	74	846	169	94	170	238	284	142	2	179	30	162	87	133	128	123	105	192	215	6	96	201	8	283	104	272	1273	371
OTU_10355	93	101	77	271	144	114	259	171	116	68	60	899	59	84	90	79	197	70	426	349	272	206	432	325	115	71	80	501	153	310
OTU_8407	431	291	354	464	362	368	3	6	2	3	4	6	15	17	3	11	5	1	39	14	12	20	7	8	1397	240	972	385	517	527
OTU_14583	18	5	2	4	8	28	293	198	202	160	201	253	315	335	451	388	449	426	372	305	397	165	411	337	5	12	31	5	7	12
OTU_7936	173	353	102	653	179	74	143	312	123	66	27	387	7	33	68	63	37	19	205	335	230	41	169	294	118	93	36	26	1553	306
OTU_14641	247	116	152	228	217	237	291	149	132	121	78	372	122	134	160	143	160	155	150	123	162	61	1240	144	61	224	149	224	154	155
OTU_8356	452	259	400	377	399	516	8	2	1	5	4	5	26	20	3	14	6	5	48	20	17	23	8	7	1106	287	862	429	534	586
OTU_10089	140	310	314	329	496	180	51	57	68	68	21	76	16	28	18	19	27	37	26	78	104	5	29	32	91	451	387	614	1532	746
OTU_11045	274	193	419	675	896	824	1	5	3	1	1	1	1	2	0	1	1	1	0	2	2	0	0	0	70	224	574	524	567	1101
OTU_3493	20	134	50	10	18	24	2	2	1	1	0	3	1	1	1	0	1	0	1	377	0	31	34	11	15	756	40	84	2481	2142
OTU_2013	199	73	14	28	46	51	164	27	46	36	129	192	516	42	47	79	51	32	615	245	105	1433	453	427	256	50	28	92	42	63
OTU_10921	17	11	41	6	35	34	318	371	370	398	357	263	213	272	233	243	188	207	228	276	244	281	232	242	17	59	126	84	42	67
OTU_8080	162	194	275	261	313	189	83	85	72	84	31	128	141	157	168	184	198	204	178	171	231	77	193	188	161	387	306	261	438	335
OTU_11167	18	6	28	17	51	39	295	400	386	449	354	279	224	248	247	208	191	237	235	271	243	256	230	248	18	54	102	67	42	48
OTU_1098	12	20	12	12	4	5	377	199	345	202	1190	411	386	150	90	153	100	71	53	22	29	1073	230	120	29	16	5	38	12	46
OTU_3676	375	45	199	1287	22	132	5	18	26	4	1	4	0	6	4	2	0	10	0	1	6	3	1	18	7	40	34	74	469	3253
OTU_11772	708	430	164	890	800	726	26	136	48	183	56	4	14	13	4	8	8	9	0	1	1	0	0	0	145	107	494	416	112	387
OTU_8015	98	140	224	336	398	276	84	72	59	62	4	80	13	36	36	27	52	26	44	42	64	3	25	37	1078	1314	295	122	425	427
OTU_10914	20	8	34	8	38	34	327	363	347	378	322	252	219	267	220	260	196	247	255	246	229	280	214	226	13	41	122	78	30	53
OTU_14564	102	44	25	119	39	78	288	237	252	214	261	231	233	233	313	275	298	313	263	207	274	111	299	261	84	62	37	14	76	24
OTU_12513	2649	209	12	23	46	192	35	10	7	5	1	29	3	4	5	2	1	5	3	5	6	11	6	3	23	121	15	2257	61	54
OTU_11024	119	81	67	141	70	119	262	308	305	341	291	221	194	224	200	208	188	202	187	203	214	217	187	195	82	89	128	77	77	64
OTU_8088	89	105	268	210	178	168	187	385	142	124	21	277	50	54	53	255	67	50	57	97	113	9	56	99	70	665	384	470	487	408
OTU_8150	166	440	922	347	315	361	33	46	102	58	4	68	22	17	31	28	18	19	5	32	124	3	22	191	25	364	232	461	553	691
OTU_14556	15	4	0	3	4	21	189	134	128	101	131	255	293	312	411	339	431	385	351	275	372	188	381	311	3	7	22	4	5	10
OTU_14577	94	95	4	10	178	16	368	89	74	210	61	2500	35	33	45	41	40	48	42	212	142	346	60	42	29	36	17	150	96	230
OTU_7930	192	286	119	570	178	101	125	256	113	74	19	311	4	35	55	58	40	19	184	281	201	49	132	243	144	59	38	26	1218	281
OTU_14579	18	9	5	2	12	21	478	131	97	111	95	834	230	230	332	262	305	282	280	205	266	148	340	237	5	9	32	16	11	45
OTU_8423	47	24	82	22	65	51	392	530	138	202	433	639	147	96	40	83	133	119	132	570	232	55	228	194	51	121	34	56	82	47
OTU_7927	118	170	355	204	289	190	244	189	97	168	13	289	59	64	56	43	76	52	42	95	116	11	35	54	243	690	260	195	490	457
OTU_8854	410	191	263	207	226	244	27	54	24	10	52	44	72	19	7	27	20	14	42	38	50	51	40	56	1224	484	319	401	405	427
OTU_10915	14	5	26	11	35	31	281	314	353	332	323	263	215	256	217	215	207	219	213	238	217	218	207	218	16	35	131	70	28	54
OTU_8106	60	243	92	665	135	86	156	203	218	121	5	153	28	126	68	99	97	87	85	144	199	5	86	157	18	256	121	246	1007	310
OTU_12041	187	110	134	400	311	344	4	0	1	5	0	4	0	0	0	1	0	1	4	9	9	3	2	2	35	288	1453	388	1251	582
OTU_10974	191	182	174	193	214	250	195	203	205	207	195	162	163	179	155	180	155	176	158	171	188	140	143	169	109	120	161	146	92	133
OTU_13656	97	295	112	403	189	152	6	27	23	152	0	27	1	19	53	17	6	133	3	50	14	1	4	13	27	264	477	1189	753	936
OTU_8303	360	196	371	356	267	458	6	7	9	7	5	18	24	11	6	10	7	5	51	20	21	23	15	22	932	281	692	292	470	458
OTU_10505	391	78	158	54	396	88	12	10	9	18	14	29	39	33	59	36	51	58	40	85	43	18	50	47	1684	615	539	401	23	293
OTU_3494	215	289	477	109	251	208	29	30	25	21	5	25	6	5	4	4	6	6	5	94	21	8	15	18	312	389	472	965	859	540
OTU_11803	208	82	249	152	244	343	76	91	79	98	71	57	122	130	140	138	143	139	121	106	127	77	122	117	829	470	270	97	183	62
OTU_14545	20	2	1	3	2	29	28	25	32	20	28	51	320	336	482	401	436	460	418	332	401	159	408	371	8	2	27	3	11	9
OTU_11441	551	529	430	596	583	820	58	46	62	39	48	27	4	4	4	6	5	3	10	13	10	4	3	2	199	310	173	339	229	150
OTU_10846	20	52	17	28	206	33	172	131	13	46	5	510	31	121	87	84	155	130	27	607	1440	226	96	381	16	18	9	25	31	19
OTU_10911	753	285	187	907	233	573	19	26	29	26	30	22	68	35	37	33	31	39	20	21	21	21	16	15	700	370	76	64	318	47
OTU_8415	338	186	342	310	292	376	15	16	5	9	17	17	21	17	6	11	9	10	54	21	18	33	16	14	804	297	567	331	461	465
OTU_50	119	178	360	449	114	245	31	37	44	27	4	67	12	17	12	9	7	25	10	44	31	2	11	14	44	484	686	352	571	1050
OTU_1081	139	269	64	59	54	26	133	87	122	82	603	523	187	60	34	73	36	29	39	31	16	600	37	95	925	142	14	66	101	59
OTU_42	134	114	206	16	32	94	178	90	84	66	52	364	41	6	3	8	10	17	102	45	58	29	63	104	374	466	127	79	233	1644
OTU_44	135	213	391	484	95	217	24	26	27	18	1	55	8	7	8	9	3	18	5	28	26	2	8	6	41	377	878	406	577	753
OTU_13557	13	1	0	2	1	25	3	1	2	1	0	1	289	312	433	350	391	434	368	284	369	163	404	391	0	0	34	4	1	0
OTU_11632	472	452	312	501	486	666	35	21	14	24	16	71	7	7	7	5	5	5	12	20	15	13	8	3	127	486	188	301	324	157
OTU_11042	129	111	321	136	324	169	105	113	111	121	108	81	74	77	65	65	71	74	71	74	78	75	63	67	297	373	230	308	235	486
OTU_11224	490	467	371	523	487	705	64	40	42	39	28	24	10	14	10	8	13	9	19	31	29	7	5	9	136	238	156	279	231	150
OTU_10087	88	207	273	298	260	164	84	125	155	152	71	121	43	72	48	50	63	88	52	101	176	37	63	77	67	278	307	326	371	323
OTU_11136	692	1000	537	1168	103	181	38	44	48	52	19	25	11	8	4	5	4	4	1	7	8	4	1	2	149	139	61	84	123	110
OTU_7949	52	31	68	85	85	75	44	48	33	30	15	40	212	218	313	273	249	294	286	240	317	117	261	307	43	111	102	73	141	102
OTU_10870	67	42	55	78	53	59	201	253	236	250	257	180	173	197	160	157	151	173	154	162	184	205	155	172	78	79	111	76	60	84
OTU_10873	115	158	94	99	50	37	180	215	197	239	220	164	143	171	146	157	143	139	147	182	144	187	150	162	51	88	139	130	67	125
OTU_12015	149	96	325	317	252	258	42	12	21	19	5	64	1	2	4	2	4	9	10	65	71	5	6	12	42	222	860	257	938	483
OTU_5022	110	130	200	340	165	149	60	61	54	65	28	76	105	92	125	102	123	124	113	102	129	62	116	125	138	650	166	156	273	228
OTU_2072	16	5	2	3	4	4	7	1	2	1	11	16	43	3	4	8	8	2	771	281	112	1633	578	503	26	5	2	13	9	8
OTU_8584	119	179	257	191	197	210	64	107	92	68	37	137	45	50	36	39	44	47	59	88	66	22	60	79	100	421	476	384	426	242
OTU_14563	14	3	3	4	3	17	278	180	225	161	216	219	181	201	270	236	250	258	242	180	226	107	254	221	11	9	18	1	3	11
OTU_3484	123	113	166	222	219	298	30	24	19	19	4	44	6	3	4	5	6	11	3	11	10	1	5	11	230	332	428	555	832	700
OTU_1299	598	141	127	104	74	102	105	36	69	31	101	406	261	72	87	99	73	43	21	33	10	513	48	43	271	68	144	166	132	251
OTU_9033	187	146	132	151	188	175	109	63	50	43	51	368	49	81	58	49	30	56	92	190	98	54	123	125	146	345	147	401	396	140
OTU_10822	22	22	30	23	35	36	90	156	14	66	7	555	2	134	13	22	49	80	387	431	28	6	32	1398	49	152	33	39	76	22
OTU_11431	158	158	250	623	403	318	6	2	3	3	2	2	4	5	1	1	4	5	1	3	3	1	2	1	44	1223	119	482	179	364
OTU_8552	141	56	83	27	152	57	274	65	56	149	8	907	525	47	74	82	85	93	77	74	135	37	194	236	13	55	63	61	128	32
OTU_11117	91	36	82	110	103	141	212	232	239	248	202	148	138	171	94	144	119	113	141	150	118	173	125	152	114	79	83	71	68	62
OTU_4514	21	279	58	26	375	28	153	19	9	124	1	87	1	122	85	104	4	48	1	8	97	0	5	7	44	1515	62	155	670	69
OTU_14514	42	9	19	33	18	37	150	63	73	48	38	275	200	211	283	221	290	259	240	177	254	199	263	201	62	27	21	26	29	51
OTU_11122	360	139	110	439	132	296	112	240	213	285	102	116	65	55	51	50	44	55	45	61	55	50	42	42	368	195	61	51	179	43
OTU_10085	150	311	631	244	238	241	26	47	69	46	7	61	19	11	41	16	9	5	5	24	68	3	19	145	33	282	172	356	403	490
OTU_10852	2	32	4	10	189	7	154	136	8	46	2	402	30	107	72	74	99	72	26	313	1350	209	71	356	1	8	3	17	21	8
OTU_5871	0	1	0	19	0	0	178	244	297	234	589	124	3	2	2	0	1	1	377	325	262	526	245	318	0	0	0	2	1	0
OTU_14670	41	30	36	27	72	1056	124	96	54	51	77	83	138	146	189	172	165	184	171	152	168	86	189	169	49	25	36	46	50	25
OTU_799	34	17	9	95	9	46	236	101	247	231	763	249	190	16	51	31	18	18	11	16	7	332	23	19	854	45	51	24	39	133
OTU_4553	22	270	50	22	394	26	160	18	17	120	1	68	1	128	96	111	3	47	1	7	107	0	5	6	40	1423	64	182	654	51
OTU_14608	61	34	66	35	92	120	244	134	154	114	126	206	162	172	214	189	208	206	190	146	195	96	244	170	49	47	47	35	31	53
OTU_877	17	14	6	7	5	4	464	242	507	95	1252	824	25	9	4	11	3	5	6	5	2	96	9	10	74	12	3	8	10	5
OTU_11210	223	106	476	183	456	390	8	4	1	3	4	6	17	23	6	24	8	17	4	18	19	1	2	5	368	314	256	450	201	510
OTU_10743	55	53	69	88	155	109	56	53	18	41	5	286	15	58	56	33	208	281	32	1025	340	56	54	149	84	128	60	68	73	62
OTU_11503	370	333	282	385	378	520	84	73	76	73	66	28	20	23	15	17	34	14	39	34	51	13	16	25	118	285	117	206	203	110
OTU_14223	12	6	13	8	20	30	199	255	240	258	231	170	156	180	171	190	111	140	177	166	136	217	153	186	8	34	88	45	21	35
OTU_10114	58	142	32	43	292	32	0	3	1	2	2	6	1	1	1	0	1	1	18	5	3	3	5	9	22	238	166	402	2127	494
OTU_3495	6	86	15	4	7	9	4	0	1	2	0	1	0	0	2	1	0	0	1	267	1	18	27	7	8	453	13	30	1669	1471
OTU_3436	3	6	5	3	4	4	138	172	26	6	0	2511	1	760	21	2	1	5	2	6	4	0	2	4	8	24	11	17	20	12
OTU_14549	9	0	0	3	0	17	53	49	57	29	68	111	244	237	318	257	303	308	283	218	299	118	319	271	1	2	18	1	0	0
OTU_8114	53	219	47	517	107	61	90	148	151	86	2	108	19	86	43	72	79	78	64	111	117	3	50	126	8	171	69	179	777	220
OTU_13534	73	44	97	104	83	56	32	25	24	23	10	76	166	158	211	188	173	207	165	151	189	103	196	209	74	312	97	121	200	137
OTU_3477	129	206	454	109	221	248	31	27	36	11	2	24	10	12	7	11	7	12	3	11	85	3	6	8	201	208	378	804	374	335
OTU_5	224	230	335	35	32	181	109	78	86	66	70	167	71	10	8	17	21	19	105	73	88	50	94	109	524	246	91	80	386	243
OTU_14518	14	4	10	14	6	19	221	87	136	93	88	170	182	186	283	226	262	254	224	164	241	99	236	214	27	11	30	13	18	28
OTU_3516	117	163	269	101	148	132	87	36	44	32	2	118	7	10	13	11	14	21	10	26	31	2	8	18	171	534	307	614	652	226
OTU_14220	18	1	18	8	30	31	223	239	229	285	251	161	132	169	127	179	141	135	164	164	163	180	143	182	5	31	66	40	22	36
OTU_4520	6	228	5	5	405	5	176	3	3	127	0	65	0	134	85	134	2	41	0	1	94	0	4	0	22	1528	11	93	659	7
OTU_3525	213	267	598	70	207	198	11	14	9	10	2	12	5	3	1	2	4	4	3	8	9	1	3	8	175	140	471	973	345	137
OTU_3488	153	193	360	69	164	139	37	20	19	14	4	40	5	7	6	8	5	11	3	23	23	1	7	13	151	755	324	656	539	172
OTU_9117	97	129	143	153	240	209	95	71	62	50	28	222	41	51	47	39	33	41	70	149	70	38	74	75	175	371	163	174	465	183
OTU_11080	1	0	56	15	11	184	807	31	49	404	0	13	0	12	26	2	6	52	8	1	0	1	24	26	203	49	400	4	115	1196
OTU_14525	9	3	8	9	6	20	131	61	90	65	62	133	204	217	285	234	281	275	243	186	258	109	276	216	6	10	30	8	8	18
OTU_8310	295	157	230	248	229	261	0	3	0	0	0	1	11	7	2	6	2	2	19	7	6	15	5	2	670	159	567	252	347	326
OTU_11861	447	396	332	439	436	647	17	18	15	14	10	4	6	5	4	5	5	1	4	9	12	4	4	4	119	154	121	249	162	112
OTU_6428	572	212	5	785	660	221	34	34	34	62	41	10	2	0	2	3	3	1	1	0	0	2	0	0	296	179	326	8	265	3
OTU_8317	244	137	456	202	203	540	2	4	2	5	7	8	4	4	1	4	1	2	16	5	8	6	9	4	777	174	346	217	196	190
OTU_10872	272	446	195	462	55	61	169	138	176	145	144	115	85	86	75	85	68	75	82	81	95	94	76	78	13	27	50	40	30	32
OTU_11692	21	10	116	27	253	192	10	6	4	6	7	4	72	83	91	76	95	90	75	53	74	21	72	62	46	224	148	162	19	1579
OTU_1744	70	14	80	11	15	33	98	105	124	76	165	152	246	161	117	170	123	110	168	162	55	510	124	212	176	5	10	17	8	9
OTU_11674	15	5	55	8	54	72	183	203	203	210	198	159	128	162	124	144	132	132	130	138	140	133	136	137	56	63	79	76	31	54
OTU_14515	25	20	21	24	19	24	226	139	139	103	111	252	134	143	188	150	178	180	157	124	174	122	162	133	76	26	90	39	30	102
OTU_8431	85	164	232	98	129	135	139	122	40	78	130	144	87	49	34	28	59	49	67	135	93	60	77	108	176	229	168	171	216	175
OTU_10982	77	110	35	70	23	30	176	196	188	198	186	146	131	149	128	136	133	127	129	145	138	142	128	123	9	28	71	42	17	35
OTU_14625	22	2	6	4	2	20	88	69	63	63	78	93	188	192	260	226	260	259	235	170	224	93	264	213	5	7	15	11	3	9
OTU_3526	160	209	403	88	183	176	18	22	13	16	3	17	6	3	4	4	6	5	3	12	15	0	5	13	239	153	397	835	333	157
OTU_11784	292	172	167	337	420	528	31	106	43	168	42	11	41	22	4	21	12	15	1	1	0	0	1	1	112	70	266	250	50	203
OTU_5874	0	0	0	16	2	0	131	179	214	184	460	91	2	0	1	0	0	1	317	274	231	464	224	263	1	5	1	0	1	1
OTU_3497	159	205	427	65	163	155	41	29	16	13	2	46	6	6	5	6	8	10	3	17	12	1	5	13	139	256	366	752	363	131
OTU_3482	58	37	52	199	155	288	24	16	11	7	1	32	1	2	8	2	2	9	2	6	10	2	2	5	59	254	370	222	832	806
OTU_8322	289	124	212	233	173	265	6	2	2	2	8	8	11	11	1	8	3	5	24	15	7	14	7	3	624	177	364	237	273	300
OTU_14570	11	0	2	3	1	20	17	24	12	5	4	16	210	217	286	265	270	291	245	187	261	91	264	239	1	4	19	3	1	4
OTU_10882	26	14	32	35	24	38	173	211	197	214	189	142	117	143	118	132	114	134	120	144	115	127	127	124	31	41	73	46	30	37
OTU_14635	25	12	5	5	11	27	17	15	22	10	19	15	171	212	274	258	262	255	277	199	255	106	259	240	6	6	14	5	8	5
OTU_8331	229	112	206	183	167	221	14	7	12	5	9	9	6	8	0	7	1	1	28	13	8	17	6	1	560	194	446	212	305	325
OTU_10099	30	34	36	50	60	36	8	8	7	8	2	11	168	169	246	241	212	240	226	174	247	82	212	217	24	42	52	38	51	44
OTU_1100	18	4	10	7	5	4	192	108	155	101	571	220	251	100	46	102	56	61	36	25	15	530	119	65	71	17	3	18	10	28
OTU_8027	42	114	532	86	117	62	106	87	53	97	11	130	19	35	22	26	99	21	13	47	83	2	16	21	116	229	85	76	472	368
OTU_3522	95	150	260	89	117	128	131	54	48	31	3	209	7	13	15	10	12	34	9	39	46	3	16	28	142	184	298	545	292	192
OTU_14520	11	4	3	10	5	9	134	95	108	100	104	208	149	149	209	180	195	193	195	135	182	89	197	171	11	20	11	4	16	14
OTU_11212	105	84	373	106	226	35	2	6	4	8	4	1	1	1	1	1	2	1	1	5	2	0	0	0	291	415	252	502	215	626
OTU_11152	40	14	27	43	33	48	157	176	208	206	188	136	107	132	104	121	92	103	118	150	114	137	115	130	33	42	59	40	35	33
OTU_8265	291	255	80	87	107	139	46	29	28	24	19	40	18	11	7	9	33	12	12	51	27	4	26	22	118	238	126	745	326	253
OTU_11696	229	66	152	105	96	94	7	7	2	3	2	13	3	3	2	1	5	6	3	23	3	1	2	5	1365	397	371	74	71	46
OTU_11437	65	66	114	312	180	149	44	64	55	56	63	42	36	47	32	40	38	41	35	43	37	38	40	37	16	686	81	288	92	225
OTU_1108	14	5	14	10	2	3	200	105	188	100	603	223	192	67	40	65	28	33	46	22	16	590	148	72	25	8	3	15	4	28
OTU_136	20	16	33	31	12	34	5	4	3	3	1	10	174	193	248	227	225	229	206	161	225	96	219	192	4	50	70	37	44	68
OTU_10879	268	443	76	264	13	42	105	128	119	126	114	95	79	96	83	75	80	73	78	84	82	83	85	78	9	18	39	28	12	21
OTU_11135	35	15	20	37	33	48	156	178	181	190	166	153	124	137	118	118	107	119	117	125	109	124	109	108	27	32	62	43	28	31
OTU_11147	61	25	29	63	38	58	140	185	174	170	160	126	119	120	103	121	93	111	115	133	108	112	114	100	61	43	63	40	39	20
OTU_2458	27	1	10	1	0	7	5	8	13	3	7	2619	12	6	16	29	9	4	14	17	4	31	9	21	6	4	4	15	1	7
OTU_1029	6	7	0	0	0	0	19	2	5	3	19	438	16	7	8	11	7	7	21	5	2	2213	7	13	9	3	1	1	1	1
OTU_8249	52	33	92	52	62	80	39	35	42	45	63	61	127	104	125	114	140	128	152	124	146	62	145	139	66	122	123	161	109	119
OTU_14679	30	13	23	34	18	916	91	71	74	53	86	159	93	83	117	100	112	104	85	75	93	61	92	83	47	42	28	23	49	33
OTU_11681	47	37	203	53	325	328	5	8	3	7	5	1	18	22	5	13	7	12	1	0	1	0	1	1	98	203	151	149	30	1358
OTU_8763	87	40	255	23	160	173	83	30	25	26	129	77	341	52	45	28	49	24	113	96	86	104	91	97	108	155	15	151	125	91
OTU_8357	113	98	158	97	84	148	23	31	12	8	11	23	13	10	5	12	4	10	21	40	16	10	16	16	183	665	271	159	410	351
OTU_11961	5	0	1	2	0	16	0	0	0	1	2	1	202	183	276	233	240	276	247	201	255	84	248	222	0	2	11	1	1	0
OTU_10886	86	150	33	105	21	31	133	158	176	161	166	108	92	111	82	104	86	91	108	103	89	102	105	108	17	36	52	42	36	35
OTU_8316	68	70	132	80	81	84	83	146	47	46	107	132	79	34	20	24	31	38	62	135	68	31	69	84	74	365	115	115	303	116
OTU_14599	12	0	1	2	0	11	9	2	32	3	1	32	183	180	244	221	236	249	217	178	244	80	241	235	1	2	23	1	1	3
OTU_10979	71	103	29	69	17	27	138	160	161	165	166	110	104	121	92	116	99	94	106	115	120	146	111	113	5	16	58	33	13	24
OTU_13644	120	205	117	302	127	135	10	5	12	20	1	14	0	2	15	33	1	9	1	49	30	0	3	25	59	463	191	213	497	308
OTU_11149	510	907	364	1010	4	59	2	5	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	9	9	2	2	5	0
OTU_8143	54	150	723	84	115	50	44	35	24	38	2	53	12	12	11	7	30	15	9	26	37	2	9	10	42	134	74	46	616	442
OTU_11346	162	172	127	164	148	192	90	100	87	106	99	60	70	64	55	61	50	44	71	74	71	81	70	72	46	103	79	98	73	57
